VideoId,Views,Likes,Comments,Dislikes,TrendingDate,PublishedDate,DifferenceBetweenPublishAndActualDate,IsTrending
3C66w5Z0ixs,1514614,156908,35313,5855,08/12/2020 02:00:00,08/11/2020 21:20:14,0,1
M9Pmf9AB4Mo,2381688,146739,16549,2794,08/12/2020 02:00:00,08/11/2020 19:00:10,0,1
J78aPJ3VyNs,2038853,353787,40221,2628,08/12/2020 02:00:00,08/11/2020 18:34:06,0,1
kXLn3HkpjaA,496771,23251,7647,1856,08/12/2020 02:00:00,08/11/2020 18:38:55,0,1
VIUo6yapDbc,1123889,45802,2196,964,08/12/2020 02:00:00,08/11/2020 17:10:05,0,1
w-aidBdvZo8,949491,77487,7506,746,08/12/2020 02:00:00,08/11/2020 22:00:04,0,1
uet14uf9NsE,470446,47990,4558,440,08/12/2020 02:00:00,08/12/2020 02:17:41,0,1
ua4QMFQATco,1050143,89190,6455,854,08/12/2020 02:00:00,08/11/2020 19:15:11,0,1
SnsPZj91R7E,1402687,95694,6613,2158,08/12/2020 02:00:00,08/11/2020 00:26:59,1,1
SsWHMAhshPQ,741028,113983,5618,4373,08/12/2020 02:00:00,08/12/2020 01:00:10,0,1
49Z6Mv4_WCA,940036,87111,7052,1860,08/12/2020 02:00:00,08/11/2020 22:24:34,0,1
nt3VVyv5pxQ,591837,44168,2652,409,08/12/2020 02:00:00,08/11/2020 19:00:31,0,1
I6hswz4rIrU,320872,14288,2085,774,08/12/2020 02:00:00,08/11/2020 19:13:53,0,1
W7VK4DUHvKU,413372,26440,1495,293,08/12/2020 02:00:00,08/11/2020 21:00:10,0,1
W9Aen8hG20Y,921261,124183,16460,1678,08/12/2020 02:00:00,08/11/2020 00:33:48,1,1
BNeDH6UTmXw,105955,4511,673,69,08/12/2020 02:00:00,08/12/2020 00:00:05,0,1
6TIsR_7nrNc,1007540,10102,2763,7932,08/12/2020 02:00:00,08/10/2020 20:41:19,1,1
gPdUslndvVI,277338,37533,3666,197,08/12/2020 02:00:00,08/12/2020 01:00:06,0,1
GTp-0S82guE,1648441,130147,15773,1425,08/12/2020 02:00:00,08/11/2020 14:04:40,0,1
jbGRowa5tIk,5999732,714287,31039,15174,08/12/2020 02:00:00,08/11/2020 17:00:13,0,1
vePc5V4h_kg,14684474,544038,33507,15818,08/12/2020 02:00:00,08/09/2020 18:00:11,2,1
5WjcDji3xYc,833369,50181,4634,1120,08/12/2020 02:00:00,08/11/2020 19:03:59,0,1
FopIxceEr8g,3061467,206840,14934,2646,08/12/2020 02:00:00,08/10/2020 19:09:53,1,1
p7HGUZWq_8s,3662673,394675,27346,5757,08/12/2020 02:00:00,08/11/2020 21:00:09,0,1
AMXT1ok5UBg,2630410,185419,15908,4744,08/12/2020 02:00:00,08/12/2020 01:00:02,0,1
mLOe7vGI0YI,1236984,65429,20813,1918,08/12/2020 02:00:00,08/10/2020 19:00:11,1,1
Que4RnxYLNc,187835,23938,1895,170,08/12/2020 02:00:00,08/11/2020 21:15:10,0,1
z5l8ovbw_6M,1061892,117220,9311,876,08/12/2020 02:00:00,08/10/2020 23:28:49,1,1
2avPJ9TZNmU,2228821,289389,25151,1720,08/12/2020 02:00:00,08/11/2020 20:03:12,0,1
PT6hPvOqTYc,542048,42090,10576,4829,08/12/2020 02:00:00,08/10/2020 22:56:04,1,1
9nidKH8cM38,236830,16423,1642,209,08/12/2020 02:00:00,08/11/2020 22:00:45,0,1
CezxKs9YLv0,75700,9228,7085,103,08/12/2020 02:00:00,08/12/2020 00:41:31,0,1
GYeKX_LPY9U,880035,16970,881,626,08/12/2020 02:00:00,08/11/2020 18:00:07,0,1
9AecsACtkB4,725151,6327,2695,651,08/12/2020 02:00:00,08/11/2020 00:29:23,1,1
aG8QsfDisdg,322657,3282,4456,290,08/12/2020 02:00:00,08/11/2020 02:19:12,0,1
GGEBtW2mWOk,3427335,147162,32307,62615,08/12/2020 02:00:00,08/09/2020 21:00:30,2,1
kgkALngcgnE,1675448,123749,9480,2789,08/12/2020 02:00:00,08/10/2020 18:00:48,1,1
5V2B28OqfqM,21022916,1297679,76814,22626,08/12/2020 02:00:00,08/08/2020 22:00:02,3,1
Mle7n1PuH9o,674422,61373,4805,796,08/12/2020 02:00:00,08/10/2020 18:07:25,1,1
IuMAHR0OtH4,324426,7573,502,358,08/12/2020 02:00:00,08/06/2020 23:30:14,5,1
n_8hxS_7Vis,540613,7155,1647,308,08/12/2020 02:00:00,08/11/2020 18:21:47,0,1
OQZ5ht79nEw,430836,37754,4818,256,08/12/2020 02:00:00,08/11/2020 19:29:52,0,1
zHPVGSwLhcg,997102,60993,13810,8847,08/12/2020 02:00:00,08/11/2020 16:42:43,0,1
gi3VMMiFHVg,756814,8278,2441,331,08/12/2020 02:00:00,08/12/2020 04:30:32,0,1
p6RatnMhDj8,143091,7159,805,349,08/12/2020 02:00:00,08/11/2020 04:40:01,0,1
zrsBjYukE8s,3433885,353329,23405,9763,08/12/2020 02:00:00,08/11/2020 11:00:13,0,1
N5KpIE2tz8M,500658,35858,4872,2238,08/12/2020 02:00:00,08/10/2020 17:58:26,1,1
Aur7UgTGlL0,937569,10160,3119,405,08/12/2020 02:00:00,08/12/2020 03:27:17,0,1
XsmkTqsygD4,494247,15761,811,344,08/12/2020 02:00:00,08/10/2020 23:02:21,1,1
KX06ksuS6Xo,9140911,296502,30044,6179,08/12/2020 02:00:00,08/11/2020 09:30:02,0,1
yVdH3QacEXc,1523818,163684,9845,2377,08/12/2020 02:00:00,08/10/2020 18:32:06,1,1
hsm4poTWjMs,76805026,2820345,270263,382578,08/12/2020 02:00:00,08/07/2020 06:00:10,4,1
9wDhKJsF5Zk,131641,938,429,285,08/12/2020 02:00:00,08/10/2020 19:59:46,1,1
Tujt4APHPzo,208173,8810,0,215,08/12/2020 02:00:00,08/11/2020 15:00:29,0,1
rs2Rcu0s_2k,1561146,31649,3496,1634,08/12/2020 02:00:00,08/09/2020 20:02:05,2,1
RQqJeIyyQBs,420665,36945,2016,802,08/12/2020 02:00:00,08/10/2020 16:00:10,1,1
1mZ1f_8YOEc,398340,3546,6616,445,08/12/2020 02:00:00,08/10/2020 12:13:25,1,1
lIgtAxmA800,1423284,69518,4244,1920,08/12/2020 02:00:00,08/10/2020 18:00:10,1,1
JJk1ji23Ey8,307888,49300,2925,139,08/12/2020 02:00:00,08/11/2020 13:08:04,0,1
8fUGbilT5MQ,260355,14367,1331,114,08/12/2020 02:00:00,08/11/2020 14:00:07,0,1
JNJN5HMkRao,449198,1341,315,349,08/12/2020 02:00:00,08/10/2020 20:19:51,1,1
xNFEor9dhY0,225418,40479,2324,282,08/12/2020 02:00:00,08/11/2020 01:58:36,1,1
6IN4ZcZAUbA,1127988,41715,4909,1359,08/12/2020 02:00:00,08/10/2020 14:00:03,1,1
ar6UiTbuoSU,6439206,629024,70850,12504,08/12/2020 02:00:00,08/08/2020 20:00:14,3,1
28YwvwneKoY,8721068,589860,68682,6782,08/12/2020 02:00:00,08/08/2020 18:28:40,3,1
YHX4lUSGUBI,791489,13242,2728,325,08/12/2020 02:00:00,08/10/2020 17:25:12,1,1
KmVG1Yx1kwQ,285517,6771,1463,254,08/12/2020 02:00:00,08/10/2020 20:28:55,1,1
FQnJRVn3QVk,421747,43493,3146,230,08/12/2020 02:00:00,08/10/2020 18:00:04,1,1
PHYtv0v2DeA,2103682,22243,3946,907,08/12/2020 02:00:00,08/11/2020 05:53:08,0,1
jp47GeO6k6Q,1202553,55079,6162,1387,08/12/2020 02:00:00,08/09/2020 20:42:25,2,1
8QsH_xPQFqM,240028,26192,980,243,08/12/2020 02:00:00,08/10/2020 21:00:10,1,1
xTpr7piQu2M,1213314,64247,5438,7181,08/12/2020 02:00:00,08/10/2020 17:00:08,1,1
bGtR3l_JeUo,3857591,260026,18334,2100,08/12/2020 02:00:00,08/09/2020 16:00:10,2,1
1hx4vCChBlI,232400,37375,1788,229,08/12/2020 02:00:00,08/11/2020 03:37:40,0,1
lcnWx5tiwhM,276232,45628,3227,157,08/12/2020 02:00:00,08/10/2020 20:07:26,1,1
RN8uoBwRr1k,1718883,78157,3846,717,08/12/2020 02:00:00,08/11/2020 15:00:11,0,1
goOmZUwQYlA,277407,28692,836,236,08/12/2020 02:00:00,08/11/2020 05:06:21,0,1
KnE6u4hFx14,4030996,190480,7772,3206,08/12/2020 02:00:00,08/08/2020 22:45:05,3,1
iR7UweUPeNw,364377,4385,900,165,08/12/2020 02:00:00,08/11/2020 06:30:02,0,1
5JC2trEXxhE,219425,3251,4406,371,08/12/2020 02:00:00,08/11/2020 06:24:58,0,1
AG9qDVXEemc,480485,30207,2967,391,08/12/2020 02:00:00,08/10/2020 19:57:08,1,1
3qxGj18nAR4,452906,29368,3191,829,08/12/2020 02:00:00,08/10/2020 00:15:50,2,1
BpXkl4VdFhA,1115723,47429,3929,1509,08/12/2020 02:00:00,08/09/2020 17:58:10,2,1
Gj_SlGSZFgA,609833,38464,5507,409,08/12/2020 02:00:00,08/11/2020 00:09:51,1,1
vzXYz61U3Gk,522114,33294,2805,539,08/12/2020 02:00:00,08/11/2020 01:23:49,1,1
koHs2-xKdEk,1511079,96619,5975,1823,08/12/2020 02:00:00,08/09/2020 01:02:38,3,1
hEU_MnFTJ_c,1527389,63086,5168,1213,08/12/2020 02:00:00,08/09/2020 19:00:10,2,1
tbsu-AWH-C0,823262,24171,5204,3573,08/12/2020 02:00:00,08/10/2020 18:15:11,1,1
MKHriv5r8pk,605678,28828,4955,315,08/12/2020 02:00:00,08/10/2020 23:04:32,1,1
vml4hskxqtE,758740,47910,3548,1086,08/12/2020 02:00:00,08/10/2020 18:00:17,1,1
YFn3NtG4bJ8,253484,1545,237,118,08/12/2020 02:00:00,08/10/2020 03:43:52,1,1
vysBEblWBoQ,471459,5317,727,239,08/12/2020 02:00:00,08/09/2020 17:32:04,2,1
F82kzN-ae3o,177871,17123,3135,97,08/12/2020 02:00:00,08/11/2020 18:15:00,0,1
QjB3I4zaKRk,2117481,179969,24057,11820,08/12/2020 02:00:00,08/09/2020 06:00:09,2,1
JXzk8G9aXI8,1048314,51361,965,891,08/12/2020 02:00:00,08/03/2020 23:51:14,8,1
GsL8veaFW-s,210632,1558,862,121,08/12/2020 02:00:00,08/10/2020 00:37:14,2,1
khhxZRo527Q,420438,24973,948,372,08/12/2020 02:00:00,08/09/2020 21:09:03,2,1
oXTcmpnjdBk,207978,1182,182,59,08/12/2020 02:00:00,08/10/2020 02:49:11,1,1
DrlnrRQK84A,498820,28728,1078,446,08/12/2020 02:00:00,08/09/2020 19:00:02,2,1
6rhLJ6T6NDI,1025445,95678,4164,756,08/12/2020 02:00:00,08/10/2020 21:04:01,1,1
Yvlmj0rtnpc,1547751,232695,12748,4065,08/12/2020 02:00:00,08/09/2020 21:54:58,2,1
ysdw7cmigZM,2657891,154064,21993,6509,08/12/2020 02:00:00,08/08/2020 20:05:14,3,1
Q_KW4u0t07k,195842,8771,2156,276,08/12/2020 02:00:00,08/10/2020 02:15:00,1,1
xX9PYIIgoEA,1331068,170823,11053,874,08/12/2020 02:00:00,08/10/2020 04:00:06,1,1
3LqQB4HV8qg,263450,22669,4591,291,08/12/2020 02:00:00,08/09/2020 23:15:00,2,1
nk44yPCN3gM,1354257,62586,3888,560,08/12/2020 02:00:00,08/09/2020 18:00:12,2,1
UcXVnupm0zk,271364,2114,1637,187,08/12/2020 02:00:00,08/09/2020 15:09:30,2,1
LNDhIGR-83w,4365832,28552,5246,2366,08/12/2020 02:00:00,08/08/2020 03:18:00,3,1
0a5YhsnITFE,155846,9699,1905,158,08/12/2020 02:00:00,08/10/2020 09:23:05,1,1
avgBgc210bg,8228364,74582,6986,2733,08/12/2020 02:00:00,08/07/2020 18:38:30,4,1
qn515i8xr-4,176552,14567,391,93,08/12/2020 02:00:00,08/09/2020 18:00:13,2,1
fHKNO3DV78M,1624713,17361,11463,4327,08/12/2020 02:00:00,08/09/2020 01:28:08,3,1
nX0NDmm1K1g,1963670,205529,11335,1323,08/12/2020 02:00:00,08/08/2020 07:49:52,3,1
Oe9naV81gdY,1043140,58586,11919,1704,08/12/2020 02:00:00,08/09/2020 14:59:43,2,1
53sqVjcdM4Q,573875,47865,3122,401,08/12/2020 02:00:00,08/09/2020 01:58:19,3,1
kzST_Q2Xbks,724011,9027,2131,469,08/12/2020 02:00:00,08/08/2020 19:59:39,3,1
YwJyis4yOEA,323296,19257,1699,365,08/12/2020 02:00:00,08/09/2020 15:46:28,2,1
-rn_R1aheK8,2391314,126450,29385,19558,08/12/2020 02:00:00,08/08/2020 09:13:16,3,1
4OCcbUZuTUQ,2294232,343224,26560,2176,08/12/2020 02:00:00,08/09/2020 10:16:23,2,1
arijxoU5nB0,142101,21262,2154,214,08/12/2020 02:00:00,08/09/2020 20:11:02,2,1
6Taz7ZzPYeI,483990,37880,2962,397,08/12/2020 02:00:00,08/10/2020 16:28:05,1,1
CiCT7NCP6BY,4413775,151096,7575,2332,08/12/2020 02:00:00,08/07/2020 06:00:03,4,1
z9i14AlzWL0,6453572,437366,32225,4968,08/12/2020 02:00:00,08/09/2020 02:54:46,2,1
lw68FF0GEX8,4275261,223926,9454,2399,08/12/2020 02:00:00,08/09/2020 20:42:44,2,1
gSc0o6xVnmY,6326913,488439,38527,4284,08/12/2020 02:00:00,08/07/2020 06:00:07,4,1
YIlhmtpDjmo,2266959,190862,5579,1123,08/12/2020 02:00:00,08/08/2020 20:30:02,3,1
8r1D-vNUWsg,804897,34141,2677,566,08/12/2020 02:00:00,08/09/2020 02:00:04,2,1
6f-jjV5LJoE,342870,30254,3124,580,08/12/2020 02:00:00,08/09/2020 17:00:01,2,1
QsUfsZzxi9c,13073796,1643982,97749,16286,08/12/2020 02:00:00,08/06/2020 19:00:23,5,1
THQH9QJKrIE,523172,6045,5109,1076,08/12/2020 02:00:00,08/08/2020 23:15:00,3,1
xCkpA4_H1x4,2635254,73921,3447,2694,08/12/2020 02:00:00,08/08/2020 16:30:05,3,1
LI1hCQ-6P0Y,1183833,127487,0,1588,08/12/2020 02:00:00,08/08/2020 21:00:11,3,1
EukpxRuDUzA,379425,29005,8381,662,08/12/2020 02:00:00,08/08/2020 21:30:03,3,1
TUlFDVUTsKg,544184,3344,729,297,08/12/2020 02:00:00,08/07/2020 23:25:18,4,1
Idp1xvmLPHo,5849640,287811,0,5040,08/12/2020 02:00:00,08/08/2020 19:26:41,3,1
A5RHu1lTv14,605317,101243,5605,345,08/12/2020 02:00:00,08/08/2020 18:00:04,3,1
tqvEEqWGCyE,324208,26377,2801,277,08/12/2020 02:00:00,08/08/2020 16:00:43,3,1
qq7MSjXHRTU,748099,7017,1652,287,08/12/2020 02:00:00,08/08/2020 23:37:21,3,1
bpmGuPhGE0Y,2357435,133812,5690,2402,08/12/2020 02:00:00,08/07/2020 06:53:18,4,1
XlOLx3fyf10,355813,39067,2280,306,08/12/2020 02:00:00,08/08/2020 22:00:03,3,1
HkTTPu_p2ps,530924,33215,1921,1116,08/12/2020 02:00:00,08/08/2020 19:00:25,3,1
4UiaCC01Vwk,629373,44405,2859,363,08/12/2020 02:00:00,08/08/2020 17:00:11,3,1
-n8IrFPSFCU,1085365,28506,2478,4931,08/12/2020 02:00:00,08/07/2020 21:14:02,4,1
PORP0q8nThs,741546,66329,4273,523,08/12/2020 02:00:00,08/07/2020 22:52:37,4,1
IxFMyYuPPyw,3840810,181480,93268,1947,08/12/2020 02:00:00,08/07/2020 22:00:02,4,1
Of_C9g9O9KY,1577287,65689,5405,1167,08/12/2020 02:00:00,08/07/2020 20:30:06,4,1
C8FzVistDHY,1198686,13872,10751,3528,08/12/2020 02:00:00,08/08/2020 19:22:45,3,1
FU92piysGBg,3149934,337905,5989,2917,08/12/2020 02:00:00,08/07/2020 20:00:09,4,1
RsmttAEp9f4,712813,6865,1719,172,08/12/2020 02:00:00,08/08/2020 23:24:03,3,1
6i01tOMgBDU,1287035,99869,6345,3025,08/12/2020 02:00:00,08/07/2020 19:00:11,4,1
qzdGo7FBndA,4945005,184836,27254,4811,08/12/2020 02:00:00,08/06/2020 19:00:10,5,1
rmn4F-K2RRI,267018,18577,1476,143,08/12/2020 02:00:00,08/08/2020 17:59:53,3,1
JxAlZOn4QhM,2971778,90666,4460,1081,08/12/2020 02:00:00,08/07/2020 06:00:07,4,1
8tze9Z33K5A,449393,19746,3754,299,08/12/2020 02:00:00,08/07/2020 17:15:12,4,1
hT3pPAdnlfA,1296538,9285,3279,672,08/12/2020 02:00:00,08/09/2020 02:36:26,2,1
Wc9_dsv5YYA,1825304,132582,8140,2714,08/12/2020 02:00:00,08/07/2020 06:00:06,4,1
aAgJernobg8,3245698,234251,33699,16356,08/12/2020 02:00:00,08/07/2020 02:00:10,4,1
dktW5r4ldyo,1021292,35782,1617,1050,08/12/2020 02:00:00,08/07/2020 06:00:10,4,1
Djy3WNLz_mM,1973800,39140,7988,6047,08/12/2020 02:00:00,08/07/2020 14:00:04,4,1
JSAfPh1A25E,18534845,1447194,335075,25142,08/12/2020 02:00:00,08/07/2020 11:00:09,4,1
kz7gHA2N6nQ,2476853,53803,5738,3837,08/12/2020 02:00:00,08/06/2020 22:56:22,5,1
f7rq3DeFZew,310835,13670,830,371,08/12/2020 02:00:00,08/07/2020 17:00:01,4,1
mBiWhzeZ_bU,466200,15363,1272,316,08/12/2020 02:00:00,08/07/2020 17:00:32,4,1
CfHieQ0SwpA,103614,3431,611,1786,08/12/2020 02:00:00,08/08/2020 18:00:10,3,1
Svvesc9dW2E,757478,97459,9184,802,08/12/2020 02:00:00,08/08/2020 18:00:06,3,1
5N8YRren5Z4,885231,28394,1306,961,08/12/2020 02:00:00,08/07/2020 06:00:11,4,1
qQ8domUSU7M,1045901,71591,2734,869,08/12/2020 02:00:00,08/07/2020 18:00:24,4,1
D-ocerKPufk,1661934,124654,7358,2330,08/12/2020 02:00:00,08/06/2020 18:00:11,5,1
Dz3kroYIUkU,933906,11084,2798,818,08/12/2020 02:00:00,08/06/2020 21:51:49,5,1
vrYcnMWWOeI,320855,18889,1306,180,08/12/2020 02:00:00,08/07/2020 18:06:34,4,1
N2YxXgco_68,303139,36672,4222,245,08/12/2020 02:00:00,08/07/2020 21:49:39,4,1
v97FPN2US2o,3165677,273326,13009,3931,08/12/2020 02:00:00,08/06/2020 18:00:09,5,1
cAtazIk1IYw,1238677,104736,13876,3736,08/12/2020 02:00:00,08/07/2020 20:30:06,4,1
NYFHnIiA8gE,938198,44088,2409,565,08/12/2020 02:00:00,08/07/2020 11:30:04,4,1
czwejgoH3zs,1722152,169501,7263,927,08/12/2020 02:00:00,08/06/2020 21:47:12,5,1
dO6YihaqtaQ,1090847,10922,9876,2517,08/12/2020 02:00:00,08/09/2020 03:35:42,2,1
sSjtGqRXQ9Y,971704,23311,3240,1987,08/12/2020 02:00:00,08/07/2020 01:01:42,5,1
kcynVTnaHw0,764778,6771,2450,292,08/12/2020 02:00:00,08/07/2020 23:25:58,4,1
HM_fkwDB-Xg,740830,34199,3413,280,08/12/2020 02:00:00,08/07/2020 05:00:02,4,1
9wjvPD4-RyE,761871,52139,2879,910,08/12/2020 02:00:00,08/07/2020 07:24:50,4,1
FnSr820S2Mk,8496552,74508,11855,3034,08/12/2020 02:00:00,08/05/2020 23:01:33,6,1
Uxf0f27n-m4,776252,91286,4811,674,08/12/2020 02:00:00,08/07/2020 03:45:25,4,1
Jpl5mWJG2Uo,1436087,47984,4510,1313,08/12/2020 02:00:00,08/06/2020 21:28:57,5,1
3bC2T0oFwoo,4971181,360168,48742,7850,08/12/2020 02:00:00,08/05/2020 21:00:01,6,1
JLsDWPsx23c,568246,13918,4488,3494,08/12/2020 02:00:00,08/06/2020 16:05:56,5,1
OpQlY2so3Mk,1169436,156837,7112,856,08/12/2020 02:00:00,08/06/2020 19:23:30,5,1
bdKm5hR2mBg,542051,21991,890,390,08/12/2020 02:00:00,08/06/2020 03:48:32,5,1
oxpQslt8x5s,511098,6700,2191,761,08/12/2020 02:00:00,08/06/2020 23:04:51,5,1
ol4BJbIZHW4,159860,17038,1026,123,08/12/2020 02:00:00,08/07/2020 16:00:30,4,1
i9zLv77COc8,277224,14414,1229,482,08/12/2020 02:00:00,08/07/2020 04:53:32,4,1
3-144RjSRWI,1099782,64975,9386,458,08/12/2020 02:00:00,08/06/2020 15:00:20,5,1
eQhWGnKw5Hc,451058,16636,651,385,08/12/2020 02:00:00,08/06/2020 03:22:42,5,1
7QJPCIBgV5g,403592,39766,3608,358,08/12/2020 02:00:00,08/07/2020 18:00:04,4,1
Ea04DriyYb4,1793900,14805,4037,1082,08/12/2020 02:00:00,08/06/2020 02:00:01,5,1
Qn8dMQJlDZE,531928,69217,6823,1810,08/12/2020 02:00:00,08/06/2020 16:42:50,5,1
8Y_NXBHm92w,1256376,7475,1835,414,08/12/2020 02:00:00,08/06/2020 02:54:06,5,1
rr85rpSi0yI,281067,21429,1175,306,08/12/2020 02:00:00,08/06/2020 16:00:14,5,1
K_uCyxNsHpo,1120675,41671,5282,888,08/12/2020 02:00:00,08/05/2020 23:07:19,6,1
hpMeCem6Hss,1123529,39289,3626,2056,08/12/2020 02:00:00,08/05/2020 21:42:52,6,1
gpY9qUbPXbM,587957,6949,1426,314,08/12/2020 02:00:00,08/06/2020 17:44:24,5,1
uf-36RC6JHE,3142531,303362,65466,19130,08/13/2020 02:00:00,08/12/2020 17:47:22,0,1
A3VYsISvUy4,759065,10644,2612,449,08/13/2020 02:00:00,08/12/2020 23:12:04,0,1
3C66w5Z0ixs,3017834,183592,41374,9506,08/13/2020 02:00:00,08/11/2020 21:20:14,1,1
uhZE84C5g0M,452434,21300,4741,344,08/13/2020 02:00:00,08/12/2020 23:00:30,0,1
EDO8Z3O7lus,857883,67974,6955,963,08/13/2020 02:00:00,08/12/2020 19:03:42,0,1
JCkyKujZplk,217272,26932,2145,494,08/13/2020 02:00:00,08/12/2020 21:00:11,0,1
wq5vHxY8kdU,120870,4499,785,60,08/13/2020 02:00:00,08/12/2020 20:08:26,0,1
J78aPJ3VyNs,2802823,401421,44546,3728,08/13/2020 02:00:00,08/11/2020 18:34:06,1,1
ymyY7jez0rM,162699,4151,3661,2207,08/13/2020 02:00:00,08/12/2020 23:35:30,0,1
M9Pmf9AB4Mo,2932421,153682,17454,3281,08/13/2020 02:00:00,08/11/2020 19:00:10,1,1
ay-8L8PZ6BI,144216,23099,1397,64,08/13/2020 02:00:00,08/12/2020 22:11:44,0,1
NvgYhf2LnVI,591575,88787,15720,306,08/13/2020 02:00:00,08/12/2020 09:30:11,0,1
p35UfHw7PPI,86485,13561,1191,155,08/13/2020 02:00:00,08/13/2020 05:45:10,0,1
VIUo6yapDbc,1922758,54959,2662,1758,08/13/2020 02:00:00,08/11/2020 17:10:05,1,1
kXLn3HkpjaA,944498,29016,9278,2809,08/13/2020 02:00:00,08/11/2020 18:38:55,1,1
SWlnzF8bFXM,112081,6115,2021,101,08/13/2020 02:00:00,08/12/2020 18:00:08,0,1
SsWHMAhshPQ,1734747,156848,7787,9332,08/13/2020 02:00:00,08/12/2020 01:00:10,1,1
w-aidBdvZo8,1300729,89062,8584,1128,08/13/2020 02:00:00,08/11/2020 22:00:04,1,1
2avPJ9TZNmU,3159093,329819,28493,2453,08/13/2020 02:00:00,08/11/2020 20:03:12,1,1
0La8uz7WJiU,591150,10470,1870,248,08/13/2020 02:00:00,08/12/2020 17:55:11,0,1
ELS5RLbSukU,5860120,287762,26354,3938,08/13/2020 02:00:00,08/11/2020 19:38:00,1,1
f8T_-E1ViVw,227136,21825,1283,271,08/13/2020 02:00:00,08/12/2020 21:01:36,0,1
uet14uf9NsE,909198,59574,5209,1132,08/13/2020 02:00:00,08/12/2020 02:17:41,0,1
NSuaUok-wTY,422963,62939,7304,168,08/13/2020 02:00:00,08/12/2020 15:00:12,0,1
CqRKOY4Cgvw,375759,10588,1823,613,08/13/2020 02:00:00,08/12/2020 14:12:40,0,1
49Z6Mv4_WCA,1351944,99784,8144,2846,08/13/2020 02:00:00,08/11/2020 22:24:34,1,1
W7VK4DUHvKU,678221,35698,2152,708,08/13/2020 02:00:00,08/11/2020 21:00:10,1,1
ua4QMFQATco,1295517,97359,6984,1011,08/13/2020 02:00:00,08/11/2020 19:15:11,1,1
LrIFp4sAIGo,223840,2603,370,46,08/13/2020 02:00:00,08/12/2020 18:09:27,0,1
SnsPZj91R7E,1642191,107664,7180,2476,08/13/2020 02:00:00,08/11/2020 00:26:59,2,1
-bCiD4QGSvQ,141404,20796,1326,225,08/13/2020 02:00:00,08/12/2020 22:22:35,0,1
nt3VVyv5pxQ,727785,48180,2901,605,08/13/2020 02:00:00,08/11/2020 19:00:31,1,1
gPdUslndvVI,383578,42889,4148,360,08/13/2020 02:00:00,08/12/2020 01:00:06,1,1
I6hswz4rIrU,447290,15830,2389,927,08/13/2020 02:00:00,08/11/2020 19:13:53,1,1
7g0oEVP1huA,190543,8177,1265,213,08/13/2020 02:00:00,08/12/2020 18:08:30,0,1
6TIsR_7nrNc,1377584,12937,3500,11356,08/13/2020 02:00:00,08/10/2020 20:41:19,2,1
BNeDH6UTmXw,160605,5567,804,114,08/13/2020 02:00:00,08/12/2020 00:00:05,1,1
W9Aen8hG20Y,1161143,152122,17586,1962,08/13/2020 02:00:00,08/11/2020 00:33:48,2,1
Que4RnxYLNc,396034,29035,2228,348,08/13/2020 02:00:00,08/11/2020 21:15:10,1,1
GTp-0S82guE,1967669,143450,16997,1882,08/13/2020 02:00:00,08/11/2020 14:04:40,1,1
jbGRowa5tIk,7933238,771482,36075,18481,08/13/2020 02:00:00,08/11/2020 17:00:13,1,1
AVYBAxqykdE,97394,10115,495,83,08/13/2020 02:00:00,08/12/2020 20:08:22,0,1
7osSbbc2xVg,260195,17234,0,213,08/13/2020 02:00:00,08/11/2020 23:06:52,1,1
p7HGUZWq_8s,4819411,461786,30613,7191,08/13/2020 02:00:00,08/11/2020 21:00:09,1,1
vePc5V4h_kg,17106298,588843,36110,17271,08/13/2020 02:00:00,08/09/2020 18:00:11,3,1
5WjcDji3xYc,1010640,55205,5036,1308,08/13/2020 02:00:00,08/11/2020 19:03:59,1,1
AMXT1ok5UBg,3448472,211529,18196,7278,08/13/2020 02:00:00,08/12/2020 01:00:02,1,1
9nidKH8cM38,371463,20052,2042,407,08/13/2020 02:00:00,08/11/2020 22:00:45,1,1
mLOe7vGI0YI,1566770,80111,23553,2380,08/13/2020 02:00:00,08/10/2020 19:00:11,2,1
NYXABBpPJss,193157,9057,666,148,08/13/2020 02:00:00,08/12/2020 06:36:57,0,1
DiQ2AieIo0Q,376857,11515,1378,321,08/13/2020 02:00:00,08/12/2020 00:00:02,1,1
z5l8ovbw_6M,1229008,127358,9832,1017,08/13/2020 02:00:00,08/10/2020 23:28:49,2,1
GYeKX_LPY9U,1190516,18794,1019,808,08/13/2020 02:00:00,08/11/2020 18:00:07,1,1
CezxKs9YLv0,101034,10333,7809,136,08/13/2020 02:00:00,08/12/2020 00:41:31,1,1
PT6hPvOqTYc,620603,44999,11467,5577,08/13/2020 02:00:00,08/10/2020 22:56:04,2,1
FDq9QC206eU,197494,18809,1120,168,08/13/2020 02:00:00,08/12/2020 17:00:05,0,1
KX06ksuS6Xo,13840792,347101,32512,8317,08/13/2020 02:00:00,08/11/2020 09:30:02,1,1
aG8QsfDisdg,365223,3642,5047,327,08/13/2020 02:00:00,08/11/2020 02:19:12,1,1
9AecsACtkB4,791556,6811,2832,728,08/13/2020 02:00:00,08/11/2020 00:29:23,2,1
kgkALngcgnE,2029865,136462,10075,3020,08/13/2020 02:00:00,08/10/2020 18:00:48,2,1
GGEBtW2mWOk,3635239,152011,33959,66088,08/13/2020 02:00:00,08/09/2020 21:00:30,3,1
