VideoId,Views,Likes,Comments,Dislikes,DifferenceBetweenPublishAndActualDate,IsTrending
CyqctquwO3Y,1509061,367849,19613,1736,0,1
32-nOPbaajE,2600412,116907,11832,1264,4,1
z0K6r1hoD7I,8368532,864499,71225,5940,4,1
YeVnGGKsxEw,1142992,7957,582,1759,0,1
w_kFK3tVT3A,102803,2432,7,56,0,0
6xDxvDdLh2Q,813981,3496,0,303,916,0
AfF7dInNTXY,532927,18207,1341,398,1,1
WMzixAYc9LA,5498643,4730,276,683,1039,0
kBNrHiFKjFg,92,19,9,0,1,0
1KydcSTTMos,573912,1937,139,152,519,0
HBJsbxf3gpU,2078863,113314,6144,2082,5,1
q13oiJWRdhQ,535468,18751,4809,458,1,1
vIMeDBoEMFY,196263,1,0,0,170,0
UGB_Bsm5Unk,1534054,118884,5936,365,3,1
6WL2pFxJIjE,1445806,34717,6095,2334,4,1
CnwI6SR3L64,203,11,1,0,2,0
0BvDNk6Gml0,5876709,347665,24337,3369,2,1
Uk8rmUJL2f8,2130068,14870,8052,1482,257,0
TQkHb4JgffY,617653,7859,270,229,1,0
v3NTO3qrBdk,1111232,61277,40055,663,2,1
tzug3Dm37NQ,4284493,256062,7512,2799,6,1
m-5UoKmQ8GE,37832,97,0,19,604,0
CDVDDwlPwnE,572,7,0,0,2,0
9WcBVzbjfO0,1641,42,3,2,0,0
KA_iT1BnDx8,1661608,5398,331,405,332,0
0eDJ0Tla0ac,4078812,239524,11083,3712,5,1
3gyR11fU0Xs,2993363,3300,138,311,331,0
orXAg5dIMa8,2480782,263923,18534,3035,0,1
9X-c7gYZPp0,11826,336,4,15,5,0
7u322qCXcXs,4463969,21388,1407,1728,1677,0
s7Rne3KEms8,4791868,331684,17264,8303,3,1
zC_TH2Je7Rc,72038,526,10,95,30,0
Ck604TT4hEg,5371402,328608,28479,7231,4,1
OW4z3oN6mow,1274,6,1,0,3,0
0SYKA00eFWY,1176470,38805,2972,801,4,1
4aKCzMb6zRc,3168692,92641,8799,3049,4,1
0xUioPsLRKA,2783710,153247,14120,2594,1,1
tvL1cCxkC14,332070,6799,1740,1419,796,0
k4m394M7ZGY,643713,51121,4992,480,1,1
mrNER1-ATs0,690165,39818,3192,811,3,1
g5idjxf4jHI,17596238,1334119,262755,9145,2,1
CcmWpX6r2qI,3016846,77695,3490,2654,4,1
uyHi1FSuGkQ,2848279,137970,13143,2513,1,1
Y_STxS_yy0c,978750,34180,1666,1242,3,1
rRikNe3ppI8,34743,359,4,19,3,0
HTTPj4gY0TI,2289461,10140,226,573,68,0
_erk9V_ppJc,641839,1755,78,213,565,0
oBA1rpPDcKM,504085,7835,1563,1633,6,1
pSzm5KrL4HM,1182,11,2,2,1,0
SZ5lQNPanvI,4879611,124880,5442,7703,4,1
giMc4kYcjsA,187833,1722,0,18,6,0
bfBWFKkWXEM,99997,16,2,1,1150,0
ePZP3SAGkrY,462239,54079,2155,1251,1,1
Wqi0NtRLQxY,1295613,57221,5725,3511,3,1
ADr3r_mM5h4,1652650,98365,8430,1115,2,1
GFoLacjWdF0,3101242,205984,18298,5407,4,1
I_avOciJP5A,1466,93,1,3,3,0
Ie-4bBgi1mU,389278,2653,368,248,30,0
ugSUNkQvMZA,1121794,128728,5067,452,5,1
bW8IZveuyH4,1123773,48700,1689,1289,8,1
6zFOiwnnBvE,1653795,1436,64,371,1503,0
JIcN_729BgU,3894195,7832,2223,503,1024,0
KE8-VK7Net0,1164232,53137,4671,620,0,1
bPw1KicdUzY,2060261,140979,9725,889,4,1
qJlMkMtK7-8,769943,132498,11955,621,0,1
hE6js50BYFc,16721,46,0,7,2539,0
Zu4R9dxgdxE,3544698,276940,23466,3886,4,1
q74pDou1V6U,5587388,14819,1402,726,1094,0
iCJsYBtFJzs,4642666,243463,7645,8961,4,1
NvYRj8cPwXk,212896,4150,1791,227,4,1
yzP1dIKWfYg,873057,96244,3330,1103,9,0
oXm_x3sb9lE,883,48,2,0,0,0
hafxbLTr3M4,912862,58463,2954,1510,0,1
JdPdWtFWI2E,514639,74008,2940,279,0,0
1LQsf-GZDMg,1248824,50261,1099,542,2,1
AAriQe_F9HM,591136,1014,0,230,478,0
7u322qCXcXs,4463969,21388,1407,1728,1677,0
KA_U013OFz4,1998507,3934,305,220,1190,0
Ppr9VTdzGeI,161961,188,15,60,1108,0
IuOC2gK5YoQ,4031,116,6,4,39,0
W6W5Fz8DGGg,123536,1048,3,164,137,0
vn4CXeOmAzg,306177,3281,160,128,9,0
T4K1WyqG5WU,1230679,1938,100,146,3169,0
AClZ1-byZdo,638225,15407,4779,1827,2,1
VaohiwSKw7s,383,16,0,0,3,0
KUDbj0oeAj0,1477379,96361,9620,1296,3,1
RfZVnGZVV4s,213714,17730,1116,259,1,1
-5q5mZbe3V8,136155442,11077371,4058343,105414,4,1
aEMnPdTqFtQ,2302466,43241,1187,2157,8,0
rHHbTm3Npfk,814133,8316,2142,919,0,1
e7hqosFF7nU,601076,11385,347,271,1,1
U6x1APTCfXw,10217282,38564,1320,1799,409,0
yjTPr8ataMI,2637911,212867,15122,4351,0,1
tE41hcEya9k,208546,20225,881,156,7,1
wNyhblEIhH0,1333163,20298,4552,620,1,1
qZjfDbu6hnE,3350155,195098,6933,4550,2,1
6OFeL7dZQwk,322992,6505,305,142,1,0
vZIl8RZvv6I,524947,52300,6201,229,4,1
5aYZcYb9VDg,2341163,98783,4299,1164,4,1
K10oanis_yk,2040091,147999,6409,1286,1,1
8bgo4sHr1aI,3000427,13513,3769,558,3233,0
UaVJ5a2LQFY,6974,121,12,5,1,0
DLbgBHMUusY,2947613,217375,11802,1871,0,1
ApR8hLlu2pY,790852,51811,2008,450,5,1
f4iGHb26w4s,3183,2,2,1,123,0
Puk8EeTl8tc,2824378,210302,24887,3307,2,1
10Yshp3GMtI,2044068,150673,31058,2192,2,1
pEO2a7QzXqQ,38897855,1904853,87114,119617,4,1
DfitmqVcIq8,1666097,114274,6115,1544,1,1
5zQ2ZhtuFII,657742,74476,5728,263,1,1
E1KkQrFEl2I,2825623,187788,8488,1864,2,1
bIa355k4mDk,6430,0,28,0,1,0
DVvmgjBL74w,1934324,67608,6115,2778,1,1
d8RfqDmU3nE,312293,17983,1649,662,0,1
pJQ7X8GHIsU,6221,91,9,6,1,0
KHLfCFMKxPg,3552189,153782,14385,7837,4,1
PTHPxaql_Ws,780558,52875,4948,883,2,1
DHHF2q6Sz94,1259246,86777,4507,1058,4,1
Yrnrxs_HwJc,814207,1444,38,193,206,0
rsuJBClpSkg,1580969,14400,8452,3192,180,0
JK4sifhw_nc,1321,36,4,1,2,0
IomwHHorFnk,69641,1306,262,58,1,0
fFcU6tBGRZQ,864176,26431,2972,827,3,1
nZm0wSJ3cJM,60093,10675,318,128,0,0
wuUJA2DYL2M,855552,95044,6162,933,3,1
EvvHdUI10J8,758008,743,121,28,6,0
i2DVeMmGMjA,528027,2571,0,278,816,0
cHja5-36gBA,523080,16378,695,290,1,1
5aPe9Uy10n4,6216295,1563549,82464,4903,1,1
krQ1bYSoQ3E,739319,48990,1703,656,5,1
yrHFwaXN0g8,1700,18,6,0,144,0
FcdYtI6jlDM,7504,64,5,0,694,0
utEEXr5eURs,5298383,109481,4415,3559,3,1
FPqMslF8wQk,4039932,343803,23208,5705,4,1
Q8-tUmjAu5I,6974966,8155,605,1954,1396,0
L2GQmOYFCy4,10687817,572274,37242,9046,1,1
EhYDjXWRdyY,642961,8614,6431,2702,2,1
aoD97jgTDmE,371182,6199,387,254,9,0
c4EPlKIY3HY,793170,36585,3277,2351,1,1
2niuD73hIpM,770894,12416,4881,673,1,1
G9-XNrgKqIY,610192,28341,1636,731,3,1
NPH683zlQBk,1500185,262242,28003,2296,3,1
wILlT29-evM,3486683,13082,557,806,1500,0
pI7S0JwjN24,908745,880,40,83,665,0
-PcgxQX_wFU,9117340,14581,606,1464,1397,0
9KtFn1hCzNg,4795409,363737,23303,8148,3,1
BNhKSjfRzQU,2944749,149416,13817,3146,1,1
QcS9ZndErHc,26357358,1561878,188647,123390,6,1
q7u0xsMw3EE,14554731,578033,34052,22674,3,1
tC7hi9G4pGU,165,61,142,0,2,0
LUEqthFAalE,330982,22435,1532,178,3,1
zYvn_PYaf9k,198282,1628,479,111,4,1
DfitmqVcIq8,2466247,151175,7227,2217,4,1
hSeBV1yFsSE,374381,90398,10867,142,2,1
K3W61Ae0M9g,566013,81462,7676,510,4,1
DDMrB8ESRuI,2388766,316422,35632,1413,5,1
VmW_ZtHoWvE,131715,194,0,129,2205,0
WqGjDurAHQo,549357,35794,3465,4620,0,1
YbS72K1NdZE,444855,66347,7043,579,3,1
6di34z0eAaI,5693972,279210,22474,2900,5,1
8e0_cAOmjyY,280556,2758,995,130,3,1
798vylI5tTY,1320110,66723,3795,979,5,1
SWc-_NYzi6o,1750842,183808,7410,1872,4,1
HnnRac_Q3Lg,517524,1551,94,101,571,0
DmQHaqKtgCc,71410,16,0,1,336,0
E_HAnTKiIqw,45092,6973,825,68,0,0
v0JrKM0zH1U,235,30,0,0,2,0
NZVM6oS71Q8,2407,30,0,0,3,0
hu6lpDAAMqw,2667372,118946,13666,1483,2,1
ow-XPjneNsQ,528146,7613,371,88,9,0
IlwH41zVO1c,672666,7420,659,505,1,1
mDcws6MxHT8,1105872,18910,1997,383,1,1
x8AM9ekmtN0,1120469,0,1398,0,3,1
3GIG5kuAlhk,2862221,52007,2217,1161,3,1
iAws4KorjXs,4564,295,22,12,5,0
y8jWsiOKfpQ,2201842,233150,20021,1924,0,1
PenhUd-qEDA,1031307,96860,6709,1565,2,1
lcvLtLSrWjg,818,17,6,0,3,0
HEcK757VL24,2352345,35417,2056,1077,3,1
Oy1z3esprFA,1587585,108904,3713,844,6,1
Mr3gPiJ164s,634196,6084,522,187,0,1
hkoWCX8sQf4,559547,32394,4130,2820,0,1
4CqwkiaXEOQ,7846306,359472,18675,6179,1,1
7cFbgLa2wJc,232269,6603,392,65,1,0
LvPbaLx7aZo,9092454,15564,754,1500,304,0
27rLZ16BTFY,1386848,60124,2936,1070,5,1
8PhmACURD6o,1202082,9639,740,226,332,0
O5DaEUolvRs,6119876,840311,20174,2777,3,1
HkTIMs5z-Cg,5341876,5950,0,745,687,0
NoyyND2_3fM,1141709,36697,6440,983,4,1
WbS4hsg4Ikc,396940,1741,116,66,274,0
8fUGbilT5MQ,432727,19691,1637,173,4,1
60sCS6eFRZo,443216,22555,1282,258,5,1
gbivRmx32X0,2930380,382523,14162,3066,3,1
U7Vl8ycfaYo,1028137,56038,2778,551,2,1
j2gOU4o1jsQ,4378158,323256,14321,2853,1,1
JXA38s6B07I,678,18,1,1,1,0
XH6UXxmVlqo,342767,2958,0,161,85,0
HoZIPkcRlDs,1031942,4663,156,230,1995,0
GzWffFXpI1w,1779835,104564,12555,1741,5,1
oGAxLmEmz_w,251029,2958,3562,124,0,1
8k77wZl5g_M,150831,11159,1847,199,2,1
EK2OgRKO4Ek,240514,25159,1918,619,1,1
B6wMfev6kdw,6085,152,17,3,30,0
uM-izUyIjtw,3018944,165300,14351,1902,4,1
f8T_-E1ViVw,227136,21825,1283,271,0,1
JOHN4EnFqAU,3678772,146086,8384,2582,7,1
PfjUJ2II2vI,307952,9,1,0,539,0
UZgkBQRqWAI,373,28,6,1,1,0
nzfiW80ulCs,927312,38462,5938,1226,4,1
Ct0Cvv2r784,1324716,12396,3018,1634,165,0
D8rEcwC0O-Y,1093465,62324,3408,7848,1,1
9nlhmJF5FNI,2837249,60078,7043,5775,6,1
aOijmBFnXYs,2892637,34321,14473,4635,6,1
oikoxRWxbMM,1803297,10637,507,2034,7,0
u3jofokPBbc,12775,617,18,14,2,0
k5XukvUA1Nk,8585272,0,14920,0,6,1
8wyRqC0i-eg,310973,11515,4774,389,1,0
FYgPoL7-UWw,67047,335,65,16,6,0
NPl4pTbjxwY,423447,18562,2237,845,2,1
1uCQI50ISgw,839482,10158,2226,547,5,1
XukrxmUcOrM,1591426,3283,196,151,3374,0
muL61dE4Mc4,592,0,1,0,2,0
U6TZ2pPKgow,1494047,51250,5467,2500,9,0
oPIvDCy_80A,337233,24051,3093,278,0,1
QqrY8gUnM3o,2405709,74924,5927,1358,4,1
_hyPif9yhX0,703822,50614,22462,5830,0,1
laGN6MwjWmE,8424559,17412,1160,1585,677,0
xxPT7zD5IA8,485428,2873,179,123,128,0
1-o42q7yjA4,771891,35953,8447,516,5,1
F63Sldex_8I,1395491,94225,5003,1211,0,1
89wYuJ2jlaA,77682,311,100,45,25,0
5A0hhsYVO1Q,3739708,85981,9400,5613,3,1
QzDnZqfx9ac,2092565,11545,282,334,311,0
HgvXJnNo5Z8,852013,18990,1284,570,1,0
2gzjuoeDYCo,84415,1151,5,131,66,0
GqI8-UcoAGg,1672,9,1,0,144,0
95s_CrR1DVM,3087054,271648,27147,1737,7,1
4SjOv_szzVM,1059989,99630,4826,1011,4,1
j5TnJYOy14A,178690,1208,279,79,8,0
ioH3xRKE6n4,1448416,14593,3844,1987,232,0
JzKbhTVxHCY,4209,310,19,10,5,0
q2AyUQkTakU,596593,10212,1470,341,3,1
aUti9-cDygQ,192742,630,25,139,432,0
Xnz9FHj3Ifw,9367322,171295,9217,5498,2,1
iJ6aNluurvY,107105,3948,488,136,0,1
OLi57zJaWEQ,519536,9352,2756,506,3,1
IB1M6kyIGgc,641871,42308,1477,492,3,1
KB-2DsqDroc,429878,10,0,2,4,0
d56cdV8yZNQ,4962399,248530,5445,10100,3,1
iIDWMpP84jY,478502,36915,3026,313,3,1
gYQ2HoD5lN8,95227,1279,18,245,362,0
5dtDBTlPR4o,1507366,18241,3923,640,1,1
KNeUEFxi9Ys,596609,68653,6780,349,2,1
Q3vRJNVOZ68,38391,1238,57,31,43,0
d5ttXK4Fwcg,944488,24021,899,320,10,0
TVIBm8Sovi0,1909638,8493,1005,1530,1242,0
dMGRTR97Ito,32695020,700654,26209,24100,2,1
C1LOdk8Z41E,93055,2614,41,144,178,0
Ts8y5NguNk0,66917,137,27,34,437,0
EW6WwM610rs,181241,2877,110,33,3,0
slRoPaDwPPM,6379624,11628,696,1204,330,0
LNDhIGR-83w,4365832,28552,5246,2366,3,1
Hryms86U1cE,10962966,1239873,37075,14369,1,1
XXJj1lV7cls,2170296,5937,199,561,317,0
8K0lnarZ0oQ,854501,35152,0,5048,0,1
yDr5gEdOcg4,7657277,260280,18315,6447,9,0
VQ8DiiStfyA,1622385,8415,289,560,90,0
2Up7Jbtg37A,464910,9334,1664,202,2,1
IKKbboquS9s,9284970,391110,46738,12786,9,1
LQEL5ltZFcg,1485615,293283,10277,1494,4,1
G9AjoFNTueg,992858,9639,4059,371,7,1
pb29jzOCONY,3078129,138518,8564,1588,3,1
RUfKDgdBmf4,238035,8423,687,207,3,1
d4z4-CX1G_g,8251908,11706,357,1146,1221,0
zR0reRsDHq8,293217,7014,517,198,1,0
OLQ-Vvgp12Y,499899,45166,2583,269,2,1
o78HcBmKoqE,498981,49550,3658,361,2,1
8YsGpv5uBc4,1042,27,15,2,3,0
WBJ01rPVa78,235098,3699,137,55,9,0
EG-K2hAi6EY,192857,1987,93,39,16,0
ZOwKs5V0Pas,213756,1278,0,102,464,0
_-WM2akp-6Q,355806,12971,575,47,3,1
-FchE7VZxyk,998498,1674,67,131,692,0
OJBJ4KG4Ggo,827877,16796,557,273,9,0
B0iL1gow7f8,244890,808,117,104,25,0
2jjkeAPoY9A,217218,8816,408,316,5,1
3rKw8LnqLpw,719439,10197,3432,326,5,1
5UmW4uDEIcs,469105,77896,3307,198,0,1
Zco4AQNcX0U,913828,10178,3064,343,2,1
M1URt0BixYg,5861,72,2,4,85,0
jJWbS2Lu4jc,2173,35,1,2,2,0
yH9tZ7ZCp-g,3182259,137346,17534,5941,2,1
0FVZGbGVY7U,677973,2404,191,202,509,0
3mbOg-4vWRs,292056,31124,3067,291,3,1
Jjw1x6xQo7s,3292286,93067,7368,1960,1,0
_ZpLbriJXvM,4478969,245056,25321,3110,1,1
fL0my9B3PnA,632573,57089,0,395,4,1
RTUqhHrNVLw,626267,6463,1141,4956,4,1
axth9vCCx_w,153733,1536,461,80,3,1
-MyvZMiRGvE,2141237,600316,51008,3595,0,1
XVwj4s4zSnc,454466,2482,114,88,46,0
6Z3sAp4aWvw,1155,0,119,0,3,0
AQxuNsDoAug,543648,14054,544,679,1,0
LQPIX6tzINo,260297,16056,812,131,3,1
1KydcSTTMos,573912,1937,139,152,519,0
TCMnrssX1NE,5801470,55605,0,4304,0,1
1QfJya5dzl4,6714894,310393,35382,5601,10,1
F_zY-2CaMzI,127368,7688,0,465,1,1
GXTKDlQaXeQ,1288,16,16,0,1,0
mGGyC6nDXGI,762409,19667,6118,631,4,1
l2b02sUKf0I,21992681,18604,2317,9087,3,1
Lowc62lU75Q,880855,12049,2228,1250,5,1
Exq16OL3fF8,1512,23,2,1,88,0
2hivLfD7so8,1565129,63911,2698,1537,4,1
ra-XCs6LHAM,2968276,377545,38791,2472,5,1
4fbjnhm_k9g,81586,226,58,50,95,0
GFZwQ0BMGB8,3927668,141993,3883,1964,5,1
F9e0-VgXxa0,483753,24577,1278,311,5,1
gQEW9fOAkZE,257233,2017,29,205,0,1
mH-QzFE-epo,29313,823,140,15,0,0
0LsrAoZZ1A0,156270,6392,1843,180,4,1
DKuRrsiP8iI,16087,281,27,4,42,0
OQwwGnmdcdM,5091475,495446,43084,3903,7,1
Bu8rWoj6yyo,2993,244,5,5,1,0
obxHz-faDYA,480597,32827,2424,610,4,1
WUPn2yUOThI,12089,195,18,13,3,0
ph7b8TtRPZg,378129,3180,106,133,125,0
X8BlR_QpAcc,408929,4424,122,197,150,0
A11vdo8c-WM,3325754,178917,4819,4440,6,1
lCPPsY0Ssp0,341311,3893,2344,153,1,1
i92JWGx_OcI,749348,1773,102,226,560,0
FJVV8o6vgso,1002708,135852,9942,981,1,1
ZeP--wHHiy8,510755,35432,3158,271,3,1
0V7ki-zFd5A,354130,13910,1118,419,3,1
RDBHlbQkIYY,3073136,107166,23179,2223,7,1
YvH04SRL-T4,315355,23367,438,180,9,0
LseK5gp66u8,612541,49259,2290,183,0,1
nKv_jJRc85o,599666,6273,1409,226,9,0
xXgIdBnDnvs,1384050,63352,4690,976,5,1
_ssKza067IM,6794,596,24,12,2,0
KuC4zhncpdE,6725123,6625,322,1671,2476,0
PlUpeINUQjY,1559369,37314,3779,554,4,1
VTIk2EV-1mY,1941087,22588,1195,578,9,0
Sxs-SZpO5Ik,441731,3,0,2,119,0
ae93CBUrPB8,1354615,77393,3805,888,4,1
6i1o68nZMlc,1022092,11043,3666,605,0,1
p80T353DyFA,2515070,26695,2060,766,8,0
Cjl_D5qCPXA,661707,70642,3893,1233,2,1
dyRsYk0LyA8,114969032,8798259,1419448,99744,3,1
0oCUWQd9pL0,411590,31881,2410,350,4,1
dyRsYk0LyA8,124180499,8956107,1454340,109947,4,1
ogH9_tw9eeg,102177,50403,2444,37,0,0
YPj8iYdej18,1781078,114129,10513,1260,3,1
q14QWpUQ5ZQ,821997,22434,2487,1116,3,1
Qn8dMQJlDZE,531928,69217,6823,1810,5,1
mAcQRgPWZDE,686798,74380,3905,250,2,1
IcqFcBmkSoQ,2378977,120574,11699,2459,4,1
hxDDIGJCCsk,3502377,406758,46303,8966,4,1
RILLB7jlVxo,5190,41,37,1,2,0
0NFRy3ObyDU,1267,240,11,2,2,0
x4ATKMydD8c,125,1,0,0,2,0
2uU7QQYYGCc,441122,35558,2082,448,1,1
7HpRK8EX-90,502784,12178,2079,364,4,1
GnWL3Zs6Hdk,1598513,69220,4712,2043,2,1
EnbE4Tx1F1Q,98909,294,9,21,15,0
aQaRQW_7Mhg,15857,418,295,34,0,0
ccGEEvxp2Sk,735857,1750,101,249,565,0
lCfb7Tv-qpE,100192,3128,193,69,0,0
Lp-lgQ_nqVg,3027452,9595,437,1495,1244,0
zWkaHHwn8Lw,110513,1317,218,159,3,1
YH_DCqAmtxQ,794907,16030,1522,441,5,1
4RtsXnvVIk8,12537190,10900,2162,1355,4,1
7jmjr1ctP8w,1013122,30829,5067,840,2,1
yXMXny2tP8A,380571,3027,602,206,509,0
EOm0896a68Y,443197,16694,3837,199,3,1
X4qA94hLN0o,671,54,8,2,2,0
c2eXOP_Durk,1419439,90562,15403,900,3,1
P_O5yu_G27g,188282,24824,1078,170,10,0
KMni58BZbO4,276573,3000,1000,162,9,0
qdNSXGqMvoE,7201,86,28,1,253,0
NErfuGK_X-0,75354,19861,1527,158,0,0
D-ocerKPufk,1780101,128335,7523,2447,6,1
yJqdf4zF3N4,1887,29,18,4,2,0
4eP846aOToU,935209,50769,2523,525,6,1
pvPsJFRGleA,48114098,2572626,188593,64802,18,1
H5KCHzVnyFQ,857665,227672,16107,1262,0,1
YNhebYZurE0,3617887,169362,28037,2620,2,1
cJ7qe6wdGeI,120466,1819,19,101,491,0
OVms-94BZIE,3783031,215647,15961,4328,6,1
t02bgEJSFG4,149071,5631,1981,182,0,1
jAQ6451SE8A,4916984,267208,12989,8528,6,1
p_IHQJy8feU,772149,36970,5069,1820,0,1
Wmi5R_SMxv0,1701502,116161,5940,601,5,1
Iey6DMQR7Ac,159523,751,55,121,673,0
H16D0vlNa3w,221673,1105,25,63,335,0
BXyekWuKuHo,126206,831,0,38,339,0
qn4XQ9WweRY,2308118,115794,4910,934,3,1
9J0KinaymQ0,1728959,15886,627,258,198,0
itg3yt_XLso,1258680,7920,2949,636,373,0
vEGQFBzTgH4,665298,46107,4071,474,1,1
iIDWMpP84jY,319085,27084,2474,226,1,1
MxSPtF8lyWo,68316,7137,430,218,9,0
ziotSaBtqGk,11195950,936490,104096,23810,5,1
NHNiGD2Ioeo,9880,218,0,25,3,0
m-gofUT1oo0,336971,1371,154,107,495,0
bv5XI97VMvE,532,60,9,6,1,0
Ygv9b2exV5c,86848,422,84,68,0,1
AWUz1-xxZmQ,117590,2070,0,366,435,0
QEyVtym-iIk,1282166,57008,2437,1100,1,1
2G9H7OX4S38,1770902,119321,7469,770,3,1
sifshNnD-hc,369038,23936,1056,774,5,1
qU10OJTpCLk,2036245,264394,19548,1189,5,1
mxPc8Avl_hs,7277,247,29,0,213,0
HnBRcA8ghdw,1068353,4953,265,425,295,0
PlUpeINUQjY,1457069,35751,3630,516,2,1
L-q6Gz_4Yqc,0,15440,0,93,17,0
-jRG6DLC8Bg,224,7,2,0,3,0
ABwTtaAIDxg,530624,1321,0,184,4,1
f4ZzHtww6Tc,290778,11258,847,85,4,1
e1lFNMo5qcQ,2215241,334974,26317,5473,0,1
1M2FwYow3RM,13019,49,1,3,825,0
T32YaukAbpk,47754,458,20,18,126,0
3ENUOud6Kr0,1203819,117717,6227,1266,0,1
JjYrxoKmupk,1353,17,1,1,0,0
xOpopwnNd1g,778,3,0,1,1,0
3kURdnSUVks,2989,90,19,10,3,0
0CLlwu_utSg,475440,21785,3587,640,4,1
aOnbwAp0BiI,902374,84940,5122,408,2,1
65780ytK6Yg,701,19,1,0,0,0
avXOpaqWTRU,38602,681,10,90,66,0
6TIsR_7nrNc,1690729,15282,3936,13623,4,1
IRgjWPjBVcg,2087793,3072,183,246,3551,0
IadcIiDkTfs,402,94,2,0,1,0
m7vP8IKaQIk,989110,11082,2174,293,3,1
CID1wL2Aa5o,321904,2466,1213,108,1,1
zU4sqEW6bgk,1239,35,7,4,3,0
X8EXHKTTW9c,105757,4127,286,183,0,0
GuQQvpJgLvg,556091,16997,4743,3361,0,1
RezB3Pn85yE,718655,41475,4499,567,4,1
gNYNm2gWoPE,5905128,18358,655,997,1409,0
zgb0geukl3c,1704108,2029,84,276,124,0
8upkwwRAHG8,5834,12,1,0,54,0
dF-ew73XXWQ,1211567,98303,7156,920,5,1
_sM9hnJe1Go,1208470,82890,5064,6463,2,1
o_uo9fonOvk,3453500,5502,109,437,483,0
8Ec6cBhBKjs,330042,11077,2229,7148,4,1
7v3JcJeuEbs,800306,2980,306,152,327,0
RjkoAfa6giA,407,37,7,1,1,0
PyzgDUA_7kY,502534,38180,0,184,4,1
UZXSoJzT5qk,5049,1201,151,12,0,0
RdeARRYKB7Q,881753,93653,21863,577,1,1
QWnTY2-DLUM,1720684,16836,9791,2732,230,0
cUnoERa7PSk,1163567,1772,125,153,314,0
3I6Qt3Mv__Q,103556,215,19,36,3,0
QaGBnwCAFWw,2953,51,68,26,3,0
2oysDxhHEEk,1188942,40823,2785,1072,5,1
HGxcYXImRYM,883,23,4,1,0,0
PvDVfZpyku0,582,78,18,3,2,0
rhspK9B5d1A,1528992,7709,553,232,888,0
nwA3y36pe7w,471417,96167,4936,548,1,1
H7Q6NuYnOZk,152178,0,0,0,2,0
6EsXyhDrpf8,748123,10907,2389,303,0,1
Vr2NXHf3P3A,163509,10286,1049,263,1,1
XLFfnPfzlg0,1464262,27155,2979,1028,1,1
nAgwowtYwBY,280655,12376,691,180,10,0
r5lZB-ecGsw,344024,4004,5348,21645,0,1
Qf3NOIWOKsg,704907,9065,7812,1278,0,1
VibGLc41UvQ,10329826,599101,24633,10758,1,1
3GdUOYcLNO0,250072,1538,135,120,498,0
HEW3YxruEQE,228132,1899,968,93,9,0
eKo7AG2VGTI,689443,117031,31378,819,1,1
hHpIBbHAH9I,107863,15,0,0,372,0
LyrUDKiUmuY,517773,14254,10436,1750,3,1
rCuMNxUYLkc,2891209,7077,458,482,578,0
sxWQny6UuXM,207983,1663,645,115,1,1
7IerVibp-Ng,2469,28,0,1,519,0
cthLUnEqT5k,694871,45605,5128,657,0,1
mazvbLYCgbA,717638,53199,4864,622,0,1
O3wUw8bcvkw,1009614,7046,459,379,476,0
GDnL0V_aJks,70068,460,58,24,23,0
Ryxa5hvVqyM,311505,1530,4436,4644,0,1
1yVoa0vA0Ho,31714215,134560,6105,3164,682,0
aOijmBFnXYs,2844700,33902,14269,4534,3,1
Vu3WH4Bi0Zw,397059,4806,205,163,9,0
5ZiNNlZF7jg,2324536,55650,6390,727,4,1
lFUoV2VYr3g,70223,1290,0,128,696,0
p6RatnMhDj8,176304,8236,894,402,3,1
NBupDppIkI4,187237,2009,325,153,77,0
7TBPrYJDoDE,10219908,462684,43243,15053,2,1
P627ONn-vHI,719703,31337,1576,340,3,1
oxpQslt8x5s,511098,6700,2191,761,5,1
x5w0Vx8K6z0,569,29,0,0,2,0
P0MGzAqFuMg,490,5,0,0,2,0
sNQoCAFZ4NM,2689862,112239,6740,4707,3,1
Z56Aa0ddo0Y,211151,18827,1155,210,0,1
I3f05qYeVl8,495192,57415,3232,201,3,1
6tV8yYKsBV4,195617,4284,2346,141,2,1
Gg9rBkv2o0s,8789642,4963,390,911,1046,0
O1pG5AAxVA0,1435376,19912,3189,642,3,1
8YS8C1_PrPU,1326715,2772,274,304,322,0
zCLygulW9Qw,206432,12498,1274,161,2,1
EagNUvNfsUI,477258,23798,3154,350,4,1
e2MA7pHKePg,697330,1478,76,276,276,0
tUlm-i-H7ks,2519939,92159,5922,2139,6,1
8nkE2uWtw8c,807478,2318,255,220,316,0
cqidD7kVnxY,1914051,134243,10775,1192,1,1
kjA2xu7idMc,929174,20214,1401,526,1,0
61-mHNfB45Y,1434433,10553,366,470,219,0
jiU0uBzj-Y8,1183359,48580,7884,4614,1,1
kS6IhBaE7Eo,4122639,181666,13847,1726,4,1
s8QjG4kWVOI,687946,20,1,1,1510,0
oVa90i9OKQg,394107,23306,2119,964,1,1
80KT9DfHIQ8,123987,1876,66,61,3,0
3ZmoFfYCzKw,3367193,118156,6704,1304,5,1
FzM1cYbL0GU,13829499,680052,35556,8340,5,1
rkKLxDg4f0Q,249226,14397,2347,256,0,0
6ft8LAwn2x8,10576599,14202,1039,1906,820,0
pkaCzwner3M,546745,58120,3963,257,3,1
-Ay9eoFvtYE,327358,30292,1557,540,9,0
